Text,image_url,image_data,category
My ex drew this for me. He was/is a great artist. I do really like his art style and was always so proud of him. He called me a peach and I hung this on the wall of my dorm when we did long-distance for a year of college then on the wall of our room when we shared an apartment together. He ghosted me after three years.,https://media.rtm.com/thegreatexchange/large/ac04b9bc-739c-4584-8a73-396bf05c9768.jpeg,https://media.rtm.com/thegreatexchange/large/ac04b9bc-739c-4584-8a73-396bf05c9768.jpeg,OTHER
A gift from when an ex came back from a trip across South America - yes it was very fuzzy; no - I had no idea what to do with it…,https://media.rtm.com/thegreatexchange/large/d6940cb8-c630-486c-b555-eae32b8b06c8.jpeg,https://media.rtm.com/thegreatexchange/large/d6940cb8-c630-486c-b555-eae32b8b06c8.jpeg,TRIP
These shower rings were in the bathroom shared with my ex. They are cute but they just remind me that he never cleaned the bathroom.   Time to exchange for a bottle of wine…something I can really use!  ,https://media.rtm.com/thegreatexchange/large/895645f4-4a96-4a6b-a16a-b1f8ee8f6fe9.jpeg,https://media.rtm.com/thegreatexchange/large/895645f4-4a96-4a6b-a16a-b1f8ee8f6fe9.jpeg,JEWELARY
One 90 dollar mall promise ring + a lot of repressed mommy issues =him breaking up with me OVER ZOOM (before Covid made zoom relevant) because his therapist told him too.  Turns out he had already met the girl he proposed to months later.  Should’ve just given it to her…,https://media.rtm.com/thegreatexchange/large/497ca849-632f-4db5-962f-48155453a9ca.jpeg,https://media.rtm.com/thegreatexchange/large/497ca849-632f-4db5-962f-48155453a9ca.jpeg,JEWELARY
My ex and I argued often about his obsession with hunting because he was gone all the time. I would beg him to do this or that with me and he said he couldn’t because he was going hunting. When I broke up with him recently he left behind some of his things and one thing is this camo beanie. It reminds me of where his priorities were and they weren’t with me. I would love to EXchange this item! ,https://media.rtm.com/thegreatexchange/large/506c3025-a946-411f-93ae-16054a39efa4.jpeg,https://media.rtm.com/thegreatexchange/large/506c3025-a946-411f-93ae-16054a39efa4.jpeg,CLOTHING
My ex fiancée gave me these blue wool socks because he knew I always got cold so easily. At the time it was a sweet gesture showing he cared. Now I realize most of the gifts he gave me didn’t mean anything but I did love the blue socks.,https://media.rtm.com/thegreatexchange/large/6df3706c-e8a2-4e10-8509-9fd288f5b81c.jpeg,https://media.rtm.com/thegreatexchange/large/6df3706c-e8a2-4e10-8509-9fd288f5b81c.jpeg,CLOTHING
This plushie was given to me by my ex a couple of years ago as a Valentine’s Day gift. While our relationship ended amicably and I’ve kept it on my shelf as decor even after our break up I don’t think I ever realized I should get rid of it. Plus I’m in a new relationship now so it makes sense and I’m ready to EXchange it.,https://media.rtm.com/thegreatexchange/large/cb7ca0cc-db0e-441b-ab55-8d83facd36e5.jpeg,https://media.rtm.com/thegreatexchange/large/cb7ca0cc-db0e-441b-ab55-8d83facd36e5.jpeg,VALENTINE
I found this item in the back of a drawer.  My ex was really into rock and roll and loved different types of guitars. Even though it ended smoothly I don't want to keep this memory in the house anymore and plan to donate it.,https://media.rtm.com/thegreatexchange/large/38507e69-072a-49aa-96f0-75e57057a844.jpeg,https://media.rtm.com/thegreatexchange/large/38507e69-072a-49aa-96f0-75e57057a844.jpeg,MUSIC
This was our first music festival together. I was on crutches at the time and he kept ditching me to drink and socialize. He ended up scoring this setlist from The Offspring. He framed it and gifted it to me. I feel a little angry every time I look at it. But it’s also an awesome reminder of one of my favorite bands! I’ll trade it for some wine 🍷 ,https://media.rtm.com/thegreatexchange/large/13cd9973-2857-4c6c-9633-cf1009e3bc62.jpeg,https://media.rtm.com/thegreatexchange/large/13cd9973-2857-4c6c-9633-cf1009e3bc62.jpeg,JEWELARY
"I've held on to the mason jar mug an ex gave me because it ""fit my aesthetic"" but I think it's time to move on",https://media.rtm.com/thegreatexchange/large/cb8e4d8d-f9cf-4b7f-af83-10de9386d42c.jpeg,https://media.rtm.com/thegreatexchange/large/cb8e4d8d-f9cf-4b7f-af83-10de9386d42c.jpeg,ITEM
I had expressed interest in digital art to my ex during the pandemic so he surprised me with an iPad pro for my birthday! It was incredibly thoughtful and something I cherished. We broke up about a year later. A few months after that when he was already dating someone else he texted me and asked me to venmo him the $540 left on the payments for the iPad...,https://media.rtm.com/thegreatexchange/large/64596a88-4485-4d24-bfdb-0d45cc448509.jpeg,https://media.rtm.com/thegreatexchange/large/64596a88-4485-4d24-bfdb-0d45cc448509.jpeg,BIRTHDAY
Well getting left behind meant getting played with.  My ex left this antique Santa that is a stackable set.  You can pull this apart and see another Santa but just smaller.  It goes down a total of 6 times before you get to the middle.  So you have all these little 1/2 Santa's laying there & the very middle is a small hardwood Santa.  Grandkids love to play with it.  Wish it was gone like him!,https://media.rtm.com/thegreatexchange/large/486acc75-f120-40f9-8697-1ac7c6eef374.jpeg,https://media.rtm.com/thegreatexchange/large/486acc75-f120-40f9-8697-1ac7c6eef374.jpeg,CLOTHING
Letting go of my ring from my marriage that ended recently. I finally feel free enough to get rid of it! Hopefully the diamond will mean something amazing to someone else. ,https://media.rtm.com/thegreatexchange/large/89ae2014-35c5-49f2-b4d4-5fe6fa67c3a6.jpeg,https://media.rtm.com/thegreatexchange/large/89ae2014-35c5-49f2-b4d4-5fe6fa67c3a6.jpeg,JEWELARY
These are Bears celebrating the tow of us and named after us. They traveled everywhere on trips with us. We were suppose to stay together like them but she left them to the wood pile. ,https://media.rtm.com/thegreatexchange/large/932e7d89-db36-4d3d-b030-81e4e260a306.jpeg,https://media.rtm.com/thegreatexchange/large/932e7d89-db36-4d3d-b030-81e4e260a306.jpeg,TRIP
I met a guy in 2013 and thought he was sent from the stars we were kindred nerd souls. We started dating long distance and when we finally met up he gave me these amazing hand made mementos from some of my favorite video games. Although our relationship didn’t end well and I hadn’t seen him since 2014 I held on to them. He passed away last July and I’m more thankful than ever that I kept these.,https://media.rtm.com/thegreatexchange/large/092e6efb-365b-4d45-a470-15ee18b799cb.jpeg,https://media.rtm.com/thegreatexchange/large/092e6efb-365b-4d45-a470-15ee18b799cb.jpeg,LONG DISTANCE
My ex gave me this for valentines day last year even though we had been dating for almost a year and I thought we were pretty serious but I guess he thought this was funny since we weren’t actually official we ended up breaking up because it was the hardest thing in the world for him to make it official and tell his family about me since I was a different race than him. Its 2023 lol come on.,https://media.rtm.com/thegreatexchange/large/dace437d-f7b7-497c-97cc-2d55834fa8f9.jpeg,https://media.rtm.com/thegreatexchange/large/dace437d-f7b7-497c-97cc-2d55834fa8f9.jpeg,VALENTINE
My ex got me this pretty ring for our 1st anniversary together.  I love the ring but not all the memories good and not so good it brings back. ,https://media.rtm.com/thegreatexchange/large/57c43fdb-9274-4460-9351-c0c35f8c2f09.jpeg,https://media.rtm.com/thegreatexchange/large/57c43fdb-9274-4460-9351-c0c35f8c2f09.jpeg,ANNIVERSARY
When my ex left he also left behind all his hockey stuff a box of childhood trophies and these charming shoes that fit me perfectly. I made sure his mom got back the trophies in any case.,https://media.rtm.com/thegreatexchange/large/84b8fa4a-1b4b-44e9-b66a-b86cc646ee92.jpeg,https://media.rtm.com/thegreatexchange/large/84b8fa4a-1b4b-44e9-b66a-b86cc646ee92.jpeg,CLOTHING
This monkey was won for me by an ex(who was my best friend) the time my family took us both to the fair. It was a truly amazing day and a great way to remember the day. However since then it has been said this monkey brings people good energy like they are just drawn to it. Or I’ve tried to get rid of it in moves and no matter what I do it just reappears so now he just hangs around as a decoration,https://media.rtm.com/thegreatexchange/large/f3cddbb9-ad23-4f4d-a568-ac7779077451.jpeg,https://media.rtm.com/thegreatexchange/large/f3cddbb9-ad23-4f4d-a568-ac7779077451.jpeg,JEWELARY
"This was the last gift I got from my ex. He gave it to me on Christmas before he left ""to run to 7-11"" and never came back - leaving me and his daughter alone and unsuspecting. Everything seemed fine he just didn't want to be in a relationship anymore. I need all the wine I can drink to get over this. ",https://media.rtm.com/thegreatexchange/large/8bc23169-cd9c-465d-992e-50c8816ea363.jpeg,https://media.rtm.com/thegreatexchange/large/8bc23169-cd9c-465d-992e-50c8816ea363.jpeg,CHRISTMAS
My ex left this dog plush that we had won at Disney when we were dating. I want it gone so I don't think of her! Please take it!,https://media.rtm.com/thegreatexchange/large/d9d219c9-fcba-4ccd-b599-2c62f42acc6a.jpeg,https://media.rtm.com/thegreatexchange/large/d9d219c9-fcba-4ccd-b599-2c62f42acc6a.jpeg,ANIMAL
This giant stuffed Hello Kitty was something my ex refused to get rid of even after the outfit disintegrated off of the doll and we replaced it with real human shorts.  Yet somehow my ex left it behind when we split.  It's always been in the way and now will be taking a ride down the trash chute.,https://media.rtm.com/thegreatexchange/large/96dbcd54-6796-4b5d-ba2e-3d647f26516c.jpeg,https://media.rtm.com/thegreatexchange/large/96dbcd54-6796-4b5d-ba2e-3d647f26516c.jpeg,ITEM
Cute Sunhat was bought for me by my ex. I never wear it because it doesn’t go with my style but it is cute.,https://media.rtm.com/thegreatexchange/large/7460078a-c1c9-48ef-88a1-45cb50768890.jpeg,https://media.rtm.com/thegreatexchange/large/7460078a-c1c9-48ef-88a1-45cb50768890.jpeg,CLOTHING
She left her lucky set of dice at my house. ,https://media.rtm.com/thegreatexchange/large/bcbf64f1-a68c-4353-b083-a29074ec2aef.jpeg,https://media.rtm.com/thegreatexchange/large/bcbf64f1-a68c-4353-b083-a29074ec2aef.jpeg,OTHER
This gumball is from my ex.  Notice it's empty. I stopped filling it when I no longer had love for him. I haven't found right time to just throwing it out. ,https://media.rtm.com/thegreatexchange/large/aec67d5c-5c42-4c28-9256-d87d70004a79.jpeg,https://media.rtm.com/thegreatexchange/large/aec67d5c-5c42-4c28-9256-d87d70004a79.jpeg,OTHER
We surfed we laughed but she left.  Now I have her surfboard sitting waiting collecting dust.  I still surf I still laugh...but it is now time to let this board out to sea.  Help me Great EXchange!  Help me put this to sea.,https://media.rtm.com/thegreatexchange/large/7cc66c79-8f91-42de-8a84-ef7e1758bf43.jpeg,https://media.rtm.com/thegreatexchange/large/7cc66c79-8f91-42de-8a84-ef7e1758bf43.jpeg,OTHER
Left his bear from his childhood,https://media.rtm.com/thegreatexchange/large/827ebe9d-64c7-455d-b6e8-6f8e7a424b04.jpeg,https://media.rtm.com/thegreatexchange/large/827ebe9d-64c7-455d-b6e8-6f8e7a424b04.jpeg,OTHER
She left me this heart coffee mug. ,https://media.rtm.com/thegreatexchange/large/eb7f51b1-e78f-4ee2-8c45-dd07dfca95b6.jpeg,https://media.rtm.com/thegreatexchange/large/eb7f51b1-e78f-4ee2-8c45-dd07dfca95b6.jpeg,ITEM
My ex and I went to Iceland together. It was a wonderful time and we picked up this bear at the gas station together. I would like to exchange this gift for a lifetime of better memories with someone else. :),https://media.rtm.com/thegreatexchange/large/50968fa6-78dc-457a-80f2-0a7ff8b63367.jpeg,https://media.rtm.com/thegreatexchange/large/50968fa6-78dc-457a-80f2-0a7ff8b63367.jpeg,GIFT
My engagement ring. Had my whole wedding planned dress boughtinvitations out ect. 1 month before he chickened out.,https://media.rtm.com/thegreatexchange/large/3343174b-ea6a-468d-97c3-6cd2b5620715.jpeg,https://media.rtm.com/thegreatexchange/large/3343174b-ea6a-468d-97c3-6cd2b5620715.jpeg,JEWELARY
left her expensive phone case with extended battery. ,https://media.rtm.com/thegreatexchange/large/1b6fc9ed-818d-41b2-bfea-ac0aff43b56c.jpeg,https://media.rtm.com/thegreatexchange/large/1b6fc9ed-818d-41b2-bfea-ac0aff43b56c.jpeg,GIFT
This tiki monkey  brings back memories of my ex and I during the summer. Drinking cocktails by the pool. I don’t really like looking at it anymore so I would like to exchange it for just a sweet bottle of wine that  I can enjoy by myself.,https://media.rtm.com/thegreatexchange/large/96599d65-dceb-4273-aa90-bc3879b271be.jpeg,https://media.rtm.com/thegreatexchange/large/96599d65-dceb-4273-aa90-bc3879b271be.jpeg,JEWELARY
We met at a gardening center he inspecting philodendrons and I perlite this gift was the first. When we went separate ways this little watering can was just too sweet to throw away... ,https://media.rtm.com/thegreatexchange/large/9f847186-a627-4397-91e3-e6c7e1edb840.jpeg,https://media.rtm.com/thegreatexchange/large/9f847186-a627-4397-91e3-e6c7e1edb840.jpeg,JEWELARY
My ex gave me this simple silver band. I wear it daily but it's time to let it go! Bring on the exchange.,https://media.rtm.com/thegreatexchange/large/ba0b71bd-f131-471b-b3a1-cc4dc0bce459.jpeg,https://media.rtm.com/thegreatexchange/large/ba0b71bd-f131-471b-b3a1-cc4dc0bce459.jpeg,JEWELARY
Back when we were a couple. She was his baby bear and I was her pilot. But she flew away… Let’s exchange her with someone who will steal my heart! ,https://media.rtm.com/thegreatexchange/large/25771851-8120-4898-9695-38e1c67d5a02.jpeg,https://media.rtm.com/thegreatexchange/large/25771851-8120-4898-9695-38e1c67d5a02.jpeg,OTHER
My ex found this thrift shopping and gave it too me because I am always checking the weather before we would do or go anywhere.,https://media.rtm.com/thegreatexchange/large/12cec5dc-1d02-46ed-b975-97d84415c40f.jpeg,https://media.rtm.com/thegreatexchange/large/12cec5dc-1d02-46ed-b975-97d84415c40f.jpeg,OTHER
A client of my ex gave them this cute bear and I commented on how cute it was until my ex gave it to me. The relationship has been over for years but this bear still makes me smile while I work from home.,https://media.rtm.com/thegreatexchange/large/3d9b26c8-f79c-42a1-a35a-098cfe504053.jpeg,https://media.rtm.com/thegreatexchange/large/3d9b26c8-f79c-42a1-a35a-098cfe504053.jpeg,OTHER
The story behind this bear. I was in high school and this was the first year my boyfriend and I at the time would be celebrating Valentine’s day. He wanted to make the day memorable for me. He told me he wanted it to be my most memorable Valentine’s Day. Here’s the story I picked him up on my way to school that morning of Valentine’s Day and he come out with this giant bear. I remember I couldn’t,https://media.rtm.com/thegreatexchange/large/5aed29fa-0e58-4da8-89f0-36751605d1c2.jpeg,https://media.rtm.com/thegreatexchange/large/5aed29fa-0e58-4da8-89f0-36751605d1c2.jpeg,VALENTINE
3 Sterling silver pendants form Mexico Thailand and Bali. Lapis lazuli ring from India. We traveled and lived in many places for total of 15 years. Tons of memories but it’s  time to let them go :),https://media.rtm.com/thegreatexchange/large/76db0f0c-249d-4f79-94f3-f33be1bdac11.jpeg,https://media.rtm.com/thegreatexchange/large/76db0f0c-249d-4f79-94f3-f33be1bdac11.jpeg,JEWELARY
My ex gave me this plant. I’ve thought about tossing it but the plant didn’t do anything wrong! Honestly I think it’s dying which is very symbolic of the relationship.,https://media.rtm.com/thegreatexchange/large/d15be37c-30de-42d6-82da-0d6798eb2eab.jpeg,https://media.rtm.com/thegreatexchange/large/d15be37c-30de-42d6-82da-0d6798eb2eab.jpeg,GIFT
"I told my bf I had never received an Easter basket and he needed to fix that. So on Easter he showed up with this bunny and tons of candy. We named the bunny Flopsy and he became a strange but charming part of our relationship. My ex had a special voice where he would make Flopsy talk to me and move his head and arms. He pronounced carrots as ""cawwots"" and were his favorite food. ",https://media.rtm.com/thegreatexchange/large/2f3c44b8-4c63-40cf-b94f-8d9f8bfce158.jpeg,https://media.rtm.com/thegreatexchange/large/2f3c44b8-4c63-40cf-b94f-8d9f8bfce158.jpeg,CLOTHING
An old Valentine's Day gift - kissing bears. Reminds me of the past. ,https://media.rtm.com/thegreatexchange/large/662fef7e-8200-4ff9-9a7b-34bec40b7f74.jpeg,https://media.rtm.com/thegreatexchange/large/662fef7e-8200-4ff9-9a7b-34bec40b7f74.jpeg,VALENTINE
My ex boyfriend left behind a coffee cup. I use it to take drinks with me when I am on the go. I’ve had it for over two years. And I would love to exchange it.,https://media.rtm.com/thegreatexchange/large/d3378d3e-7a28-42ee-9ebb-fb393d352439.jpeg,https://media.rtm.com/thegreatexchange/large/d3378d3e-7a28-42ee-9ebb-fb393d352439.jpeg,ITEM
Exchanging this tabletop fire pit that my husband got me. It has a strange smell and I never use it. ,https://media.rtm.com/thegreatexchange/large/ba8c4e53-1a6d-477b-b798-af23f0fef50c.jpeg,https://media.rtm.com/thegreatexchange/large/ba8c4e53-1a6d-477b-b798-af23f0fef50c.jpeg,CLOTHING
My ex gave me this for Christmas a couple months before we broke up. I liked it because I work on cars but now it’s just a daily reminder that I need an excuse to get rid of. ,https://media.rtm.com/thegreatexchange/large/cae7939c-8fc4-42f7-b372-7ce586817785.jpeg,https://media.rtm.com/thegreatexchange/large/cae7939c-8fc4-42f7-b372-7ce586817785.jpeg,CHRISTMAS
My ex left me with his trophy. He won it for being a great boyfriend though he didn't turn out so great. I guess I will keep it though because I should have been the one to get it.,https://media.rtm.com/thegreatexchange/large/fa16c837-3eac-45f1-b812-9445d02e150c.jpeg,https://media.rtm.com/thegreatexchange/large/fa16c837-3eac-45f1-b812-9445d02e150c.jpeg,SPORTS
"This is a leather elephant that HE just had to buy from a street vendor while we were on vacation out of the country.  It was quite large and not easy to cram into a standard piece of luggage.  As important as this was At The Time he didn't bother to take it with when he ""moved on""!",https://media.rtm.com/thegreatexchange/large/2f5ce9ba-609b-4072-a825-c042c1d63817.jpeg,https://media.rtm.com/thegreatexchange/large/2f5ce9ba-609b-4072-a825-c042c1d63817.jpeg,CLOTHING
My ex left behind this old orange tumbler.  I wouldn't mind exchanging it for something much better!  What do you say Ste. Chataeau Michelle?  Will you take it off my hands?,https://media.rtm.com/thegreatexchange/large/0826af24-030d-4d22-aef7-b38a48433e79.jpeg,https://media.rtm.com/thegreatexchange/large/0826af24-030d-4d22-aef7-b38a48433e79.jpeg,CLOTHING
feathers my ex and i collected after our first date together when we walked around our college campus. I thought he would’ve thrown them out but he put them in a glass and gifted them to me one day. Always treasured it and now I just think it’s aesthetic. My boyfriend now thinks it’s just decor but he will never know!!,https://media.rtm.com/thegreatexchange/large/f6ef0caa-ff3c-4ae4-aa64-e5e07fcb6c9b.jpeg,https://media.rtm.com/thegreatexchange/large/f6ef0caa-ff3c-4ae4-aa64-e5e07fcb6c9b.jpeg,CLOTHING
I call these my crazy socks.  They were pushed to the back of a sock drawer.  They belonged to my ex but they were the perfect socks to wear on crazy socks day at work. Since we are no longer together it is time to move on and let them go to someone else. ,https://media.rtm.com/thegreatexchange/large/d4627ce5-2432-4a71-b1af-ecc10a126513.jpeg,https://media.rtm.com/thegreatexchange/large/d4627ce5-2432-4a71-b1af-ecc10a126513.jpeg,CLOTHING
My ex gave me his old Xbox when he upgraded. He moved states and left this old crusty with me. When we broke up I got a new job position at Xbox as a PM and received a free brand new Xbox ,https://media.rtm.com/thegreatexchange/large/5b0b89d9-2646-425c-8fe9-be5d11ea69aa.jpeg,https://media.rtm.com/thegreatexchange/large/5b0b89d9-2646-425c-8fe9-be5d11ea69aa.jpeg,SPORTS
My *fake* tennis bracelet that I could replace on my own! My ex gave me this as a birthday present in addition to an alleged birthday trip that *never* happened even months later before we broke up. He claimed it *should* be real because of how much was taken out his bank account that there was no way he purchased one without real diamonds. Jokes on him he was insecure that I made more than him.,https://media.rtm.com/thegreatexchange/large/13bb9e9e-1de7-401d-8cfd-99321bebe5e9.jpeg,https://media.rtm.com/thegreatexchange/large/13bb9e9e-1de7-401d-8cfd-99321bebe5e9.jpeg,TRIP
My ex gave me this mug. It is a great mug but I do need to get rid of it. It just doesn't mean what it used to. Need to let go of things that don't serve you.,https://media.rtm.com/thegreatexchange/large/e4d2b97c-bceb-4ee0-98be-742a61898c39.jpeg,https://media.rtm.com/thegreatexchange/large/e4d2b97c-bceb-4ee0-98be-742a61898c39.jpeg,CLOTHING
This blanket was made by an ex of my husband. We have joked about it often... (married for 6 years and have two beautiful girls together) and it came with us when we moved into our new home. I said that i would make one for him to replace it... its as big as our 5 year old and more than 6 years of me working on it.... wine would be better of a trade at this point! He is well aware of this post!,https://media.rtm.com/thegreatexchange/large/a407d5f3-e52e-4fbc-a2d6-f74095910318.jpeg,https://media.rtm.com/thegreatexchange/large/a407d5f3-e52e-4fbc-a2d6-f74095910318.jpeg,CLOTHING
My ex boyfriend went on a trip to Jamaica after we graduated. He was high and bought this off the beach for $80 as my graduation gift. He genuinely thought I was going to carry it around all the time. It also came with a pooka shell bracelet. ,https://media.rtm.com/thegreatexchange/large/4561fa40-c949-4bfe-b38c-182d01f61728.jpeg,https://media.rtm.com/thegreatexchange/large/4561fa40-c949-4bfe-b38c-182d01f61728.jpeg,TRIP
My ex often bought cute jewelry with hearts for me.  Coming up on Valentine’s Day so time to let these go….,https://media.rtm.com/thegreatexchange/large/d7d92099-d05c-430c-99b1-3246a91942c0.jpeg,https://media.rtm.com/thegreatexchange/large/d7d92099-d05c-430c-99b1-3246a91942c0.jpeg,VALENTINE
After almost 40 years these still make my ears itch. Thank you to my ex husband.  ,https://media.rtm.com/thegreatexchange/large/34209ce3-161a-46f8-a4d0-d09228d363cf.jpeg,https://media.rtm.com/thegreatexchange/large/34209ce3-161a-46f8-a4d0-d09228d363cf.jpeg,OTHER
My ex convinced me to move 7 hrs from home for his career. I wanted to move but wasn’t obsessed with his choice. In an attempt to make me feel better one of the first “dates” we went on after the move was Build-A-Bear - the bunny is a reminder of my intelligence (Ravenclaw) and independence and how sad I was after we moved and how much the break up changed me but didn’t break me. ,https://media.rtm.com/thegreatexchange/large/bb6bb66d-f8d1-4bff-bd66-4ecdf53b15e6.jpeg,https://media.rtm.com/thegreatexchange/large/bb6bb66d-f8d1-4bff-bd66-4ecdf53b15e6.jpeg,OTHER
I am EXchanging my promise ring that my ex gave me as a symbol  for our relationship. ,https://media.rtm.com/thegreatexchange/large/e47bca1b-b8e0-4269-afc1-fb28cde2e635.jpeg,https://media.rtm.com/thegreatexchange/large/e47bca1b-b8e0-4269-afc1-fb28cde2e635.jpeg,JEWELARY
One of many things he never understood about me was my style. This isn’t it. ,https://media.rtm.com/thegreatexchange/large/3e68ec08-8c00-477e-bbc9-39eaab100bdd.jpeg,https://media.rtm.com/thegreatexchange/large/3e68ec08-8c00-477e-bbc9-39eaab100bdd.jpeg,ITEM
How fitting yet disheartening that the reminiscence of my ex is a heart shaped mirror that was gifted on the Valentine's day last year along with other small thoughtful gifts that reminded him of me... I felt his care then and thought we had what it takes to build an everlasting healthy relationship... & now all that reflects is a broken heart because he couldn't hold the courage to be vulnerable.,https://media.rtm.com/thegreatexchange/large/b09fb62d-1156-4db6-9342-17b6e1d0d66b.jpeg,https://media.rtm.com/thegreatexchange/large/b09fb62d-1156-4db6-9342-17b6e1d0d66b.jpeg,VALENTINE
He gave me a pig Keychain that oinks. Not sure how to take that. ,https://media.rtm.com/thegreatexchange/large/c7d07da6-82e7-4246-bd54-53ea0a4ee6bd.jpeg,https://media.rtm.com/thegreatexchange/large/c7d07da6-82e7-4246-bd54-53ea0a4ee6bd.jpeg,CLOTHING
It was her favorite piece that was passed down to her. But she left and never came back,https://media.rtm.com/thegreatexchange/large/4faf7f4a-ee9e-4a29-8c49-172c744c418b.jpeg,https://media.rtm.com/thegreatexchange/large/4faf7f4a-ee9e-4a29-8c49-172c744c418b.jpeg,CLOTHING
This was a gift from my first relationship after I divorced. It was the first time I had ever received a gift that was really thoughtful. As much as I thought it was a nice reminder of a sweet moment it can also envoke a lot of other less favorable feelings. It's time I let it go for good! Loving me is where I need to be and definitely worth raising a glass to 😘. ,https://media.rtm.com/thegreatexchange/large/e09bb342-edce-43aa-9f89-a9467549f7cf.jpeg,https://media.rtm.com/thegreatexchange/large/e09bb342-edce-43aa-9f89-a9467549f7cf.jpeg,DIVORCE
My ex gave me this set of four porcelain plates for my birthday. To me they are the ugliest thing I’ve ever seen and I can’t believe he thought that I would like these please let me exchange for one of your products!!,https://media.rtm.com/thegreatexchange/large/699b9757-500c-45de-a1ee-28ddeb6a32c9.jpeg,https://media.rtm.com/thegreatexchange/large/699b9757-500c-45de-a1ee-28ddeb6a32c9.jpeg,BIRTHDAY
A cute gift because I own a few turtles. Gave the relationship +2 months ,https://media.rtm.com/thegreatexchange/large/14f8f273-747d-4d8a-85e5-5abce6b4f7f9.jpeg,https://media.rtm.com/thegreatexchange/large/14f8f273-747d-4d8a-85e5-5abce6b4f7f9.jpeg,GIFT
This cheap chair is something my ex bought me that I still have for absolutely no reason other than I can’t trash it and no one else wants it.,https://media.rtm.com/thegreatexchange/large/cfdb9691-f1a7-44cb-a8ac-800cfe91ae58.jpeg,https://media.rtm.com/thegreatexchange/large/cfdb9691-f1a7-44cb-a8ac-800cfe91ae58.jpeg,CLOTHING
I was gifted this for Christmas and haven't been able to let it go because it's so cute. Six years seems like enough time with it. Lasted far longer than the relationship. ,https://media.rtm.com/thegreatexchange/large/c1f6f5ac-f1d1-4ab5-92d5-2512386e3f35.jpeg,https://media.rtm.com/thegreatexchange/large/c1f6f5ac-f1d1-4ab5-92d5-2512386e3f35.jpeg,CHRISTMAS
This glass belongs to him but I still use it!,https://media.rtm.com/thegreatexchange/large/556d98b5-9e85-44be-be67-7876bae2936e.jpeg,https://media.rtm.com/thegreatexchange/large/556d98b5-9e85-44be-be67-7876bae2936e.jpeg,CLOTHING
I was 17 when I met him through a summer program we were both a part of. He was my 2 years older lived in another state and was my first love. We “dated” long distance for 2 years seeing each other in the summers. Eventually he became controlling and proposed in an effort to save the relationship. I turned him down (didn’t keep the ring) but still have this in a dresser drawer. ,https://media.rtm.com/thegreatexchange/large/d95195ce-8568-4ee0-bf8e-f02d98804103.jpeg,https://media.rtm.com/thegreatexchange/large/d95195ce-8568-4ee0-bf8e-f02d98804103.jpeg,LONG DISTANCE
My last ex gave me this Chakra tapestry. I used it to fill the void on one of my bedroom walls. It's great and all until I wake up in the middle of the night with a shadow person staring at me. Freaks me out every time! Looks nice in daylight though so I'm keeping it.,https://media.rtm.com/thegreatexchange/large/64ba260e-9252-4d20-9f54-943179e5fc73.jpeg,https://media.rtm.com/thegreatexchange/large/64ba260e-9252-4d20-9f54-943179e5fc73.jpeg,JEWELARY
A butterfly necklace from someone that I dated in college for less than a month. I haven’t worn it in years & I’m not sure why I even still have it. Ready to fly to a new home! ,https://media.rtm.com/thegreatexchange/large/1b2832b5-2678-4600-b9c3-f1ba226575f3.jpeg,https://media.rtm.com/thegreatexchange/large/1b2832b5-2678-4600-b9c3-f1ba226575f3.jpeg,JEWELARY
Me and my ex had already planned Vday this year gifts reservations everything then we broke up a week ago. He was a typical man and sent nasty texts to the point where I had to block him.  He had given me those expensive roses that take over a year to die as an early Vday present. I tried to give them back but he said keep them. Who wants a reminder of their ex for a whole year?! Let's trade!,https://media.rtm.com/thegreatexchange/large/7e4195af-32ff-4daf-b65a-0c523c631b55.jpeg,https://media.rtm.com/thegreatexchange/large/7e4195af-32ff-4daf-b65a-0c523c631b55.jpeg,ROSES
This is a great scarf. He was not a great boyfriend. The designer scarf is beautiful rich and cozy. He was just soft and cheap. I’d love to wear it but it makes me think of Mr. Not Right. I can’t bear to toss it so it sits in my closet unloved.,https://media.rtm.com/thegreatexchange/large/7f5622f4-4b3f-4f3f-bfb7-2b9a8e567c83.jpeg,https://media.rtm.com/thegreatexchange/large/7f5622f4-4b3f-4f3f-bfb7-2b9a8e567c83.jpeg,CLOTHING
3 years ago my ex gave this to me & I haven't wore it yet ,https://media.rtm.com/thegreatexchange/large/a13e021d-26b5-4a19-b011-9a5af40c3846.jpeg,https://media.rtm.com/thegreatexchange/large/a13e021d-26b5-4a19-b011-9a5af40c3846.jpeg,OTHER
My ex is very creative and the way this was gifted to me was via a scavenger hut in my home. I got home from work one day and the first clue was near the front door. The clues had me going thru the house until it led me to a chest I had in the living room. I still wear the bracelet every day as it has my fave flower on it.,https://media.rtm.com/thegreatexchange/large/51165145-abbc-41d2-b375-dd8a40c35801.jpeg,https://media.rtm.com/thegreatexchange/large/51165145-abbc-41d2-b375-dd8a40c35801.jpeg,JEWELARY
